doc_id;twitter_username;twitter_available;twitter_created_at;twitter_full_text;twitter_retweet_count;twitter_favorite_count;twitter_followers_count;twitter_location;twitter_word_count;twitter_year;twitter_month;twitter_week;twitter_time_index_month;twitter_time_index_week;twitter_emojis;twitter_hashtags;twitter_tags;label;topic
DirkSpaniel15397516201;DirkSpaniel;TRUE;2018-10-17T04:47:00Z;Siemens-Chef findet Kopftuchmaedel gut, staenkert oft gegen die AfD, aber hat kein Problem wie Saudi Arabien, wo Menschen einfach verschwinden. Doppelmoral vom Feinsten.;0;7;3743;Stuttgart, Deutschland;27;2018;10;42;14;57;;#AfD|#SaudiArabien;@OlafGersemann|@welt|@JoeKaeser|@Siemens|@JoeKaeser;negative;AfD
DirkSpaniel15405580801;DirkSpaniel;TRUE;2018-10-26T12:48:00Z;Freiburg 7 Syrer vergewaltigen junge Frau. OB warnt vor Pauschalurteilen gegen Fluechtlinge, keine Toleranz gegenueber Taetern. Welch eine Heuchelei! Die Taeter waren allesamt polizeibekannt. Wie viele Frauen werden wohl am Sonntag wieder CDU und Gruene waehlen? Ltw Hessen AfD;68;104;3743;Stuttgart, Deutschland;39;2018;10;43;14;58;;#Freiburg|#Fluechtlinge|#Toleranz|#CDU|#Gruene|#LtwHessen|#AfD;;negative;Migrantenkriminalitaet
DirkSpaniel15418596601;DirkSpaniel;TRUE;2018-11-10T14:21:00Z;Kretschmann macht den Pampa-Rambo. Jetzt sind die von den Gruenen beklatschten Maennerhorden eben da. Und der Migrationspakt lockt weitere nach Vernunft heisst AfD Af Dim Bundestag migrationspaktstoppen Intelligenz Gibtsnichtim Bioladen;33;62;3743;Stuttgart, Deutschland;29;2018;11;45;15;60;🇩🇪;#Kretschmann|#Pampa|#Gruenen|#Maennerhorden|#Migrationspakt|#AfD|#AfDimBundestag|#migrationspaktstoppen|#IntelligenzGibtsnichtimBioladen;;negative;Migrantenkriminalitaet
DirkSpaniel15441945601;DirkSpaniel;TRUE;2018-12-07T14:56:00Z;CDU und SPD holen IS-Kinder nach Sie werden von den Behoerden nicht in Hinblick auf eine moegliche Radikalisierung, sondern als Opfer ihrer Eltern betreut und bei Verwandten untergebracht. Wie radikal sind die? Irre. Bananenrepublik Deutschlandistkaputt;1;7;3743;Stuttgart, Deutschland;37;2018;12;49;16;64;🇩🇪;#CDU|#SPD|#Bananenrepublik|#Deutschlandistkaputt;;negative;Integration
DirkSpaniel15477983401;DirkSpaniel;TRUE;2019-01-18T07:59:00Z;A. Baerbock, die personifizierte gruene Tralala-Politik, plappert wieder im Staatsfunk. Wer bezahlt die Einzelfallpruefungen mutmasslicher Fluechtlinge und zumeist Armutsmigranten? Der deutsche Steuerzahler! Nur noch AfD Af Dim Bundestag Illegale Migration endlich stoppen;25;63;3743;Stuttgart, Deutschland;31;2019;1;3;17;71;;#Fluechtlinge|#AfD|#AfDimBundestag|#Migration;;negative;Asyltourismus
DirkSpaniel15481401601;DirkSpaniel;TRUE;2019-01-22T06:56:00Z;Heute in Aachen: Neuer Dt.-frz. Vertrag. Ein Punkt: Kulturelle Vielfalt foerdern. Also noch mehr Afrika Islam, Banlieues+Clans, Migration?! Europa ist seit Jahrhunderten bunt und vielfaeltig genug. AfD Aachener Vertrag Merkel Macron;16;32;3743;Stuttgart, Deutschland;34;2019;1;4;17;72;;#Aachen|#Afrika|#Islam|#Migration|#Europa|#AfD|#AachenerVertrag|#Merkel|#Macron;;negative;Zuwanderung
DirkSpaniel15484015201;DirkSpaniel;TRUE;2019-01-25T07:32:00Z;Sogar Juden in der AfD wird damit das Gedenken an den Holocaust verboten. Deutschland ist krank. Sehr krank. Wie benennen das unsere Bessermenschen? Gruppenbezogene Menschenfeindlichkeit und Rassismus. Buchenwald Holocaust Memorial Day;101;204;3743;Stuttgart, Deutschland;30;2019;1;4;17;72;;#Juden|#AfD|#Holocaust|#Deutschland|#Rassismus|#Buchenwald|#HolocaustMemorialDay;;negative;Antisemitismus
DirkSpaniel15490251001;DirkSpaniel;TRUE;2019-02-01T12:45:00Z;Die AfD steht praktisch bei allen Medien auf der Schwarzen Liste. Die Partei wird ignoriert und ueber ihre Vorschlaege oder Antraege nicht berichtet. Also hier besser nicht so rumjammern und das 4.Reich herbeischwadronieren. Doppelstandards;1;3;3743;Stuttgart, Deutschland;37;2019;2;5;18;73;;#AfD|#Doppelstandards;@extra3|@MatthiasMeisner;negative;AfD
DirkSpaniel15500475601;DirkSpaniel;TRUE;2019-02-13T08:46:00Z;Die SPD gibt offen zu, an der Zerstoerung der deutschen Schluesselindustrie zu arbeiten. Sozial? Nein. Unfassbar dumm. Wer Arbeitsplaetze aufgibt, schaedigt den Sozialstaat. Die AfD und Af Dim Bundestag treten fuer die Autoindustrie und gegen unsinnige Fahrverbote ein.;37;63;3743;Stuttgart, Deutschland;37;2019;2;7;18;75;;#SPD|#Arbeitsplaetze|#Sozialstaat|#AfD|#AfDimBundestag|#Autoindustrie|#Fahrverbote;;negative;Automobilindustrie
DirkSpaniel15517707601;DirkSpaniel;TRUE;2019-03-05T07:26:00Z;Macron, Europawahl2019-Werbung, Teil 3:Weltoffenes Europa muss sich Afrika zuwenden, mit dem wir Pakt fuer die Zukunft schmieden muessen. Anerkennung eines gemeinsamen Schicksals. Wie bitte? Wofuer ist die EU noch zustaendig?! Migrationspakt Hybris Deshalb AfD;7;14;3743;Stuttgart, Deutschland;36;2019;3;10;19;78;;#Macron|#Europawahl2019|#Europa|#Afrika|#EU|#Migrationspakt|#Hybris|#AfD;;negative;Zuwanderung
DirkSpaniel15528069601;DirkSpaniel;TRUE;2019-03-17T07:16:00Z;Es ist eine Schande dass 1. EU nicht willens ist, die Aussengrenzen zu schuetzen 2. Islam-Erdogan 3 Mrd. fuer nichts kassiert 3. Merkel nicht neben einer Fahne sitzt, wie es dem Gast angemessen waere 4. und trotzdem miese Deals zum Schaden der Steuerzahler abschliesst. AfD;16;35;3743;Stuttgart, Deutschland;47;2019;3;11;19;79;🇩🇪;#EU|#Islam|#AfD;;negative;Grenzkontrollen
DirkSpaniel15545260801;DirkSpaniel;TRUE;2019-04-06T04:48:00Z;Die journalistische Qualitaet von liegt mittlerweile gleichauf mit Menschenrechten in Tschetschenien. Unaufhaltsamem Leserschwund bekaempft d. Relotius-Magazin mit Kasperletheater-Propaganda. Kann einem fast leid tun. AfD Af Dim Bundestag afdwirkt Toter Journalismus;11;29;3743;Stuttgart, Deutschland;29;2019;4;14;20;82;;#Relotius|#Propaganda|#AfD|#AfDimBundestag|#afdwirkt|#ToterJournalismus;@DerSPIEGEL;negative;Medien
DirkSpaniel15545538601;DirkSpaniel;TRUE;2019-04-06T12:31:00Z;Journalistische Doppelstandards: Vergleichen Sie. Zwei Mal Antisemitismus. Einmal werden die Taeter bereits im Titel genannt, das andere Mal erst weit hinten im Text: Es sind Moslems. Berlin Islam Extremismus Relotius Toter Journalismus;6;9;3743;Stuttgart, Deutschland;34;2019;4;14;20;82;;#Doppelstandards|#Antisemitismus|#Berlin|#Islam|#Extremismus|#Relotius|#ToterJournalismus;@welt;negative;Medien
DirkSpaniel15547790401;DirkSpaniel;TRUE;2019-04-09T03:04:00Z;"Ausbeuterische Kinderarbeit? Gilt das auch fuer Rohstoffe, d. fuer Elektroauto|s unter unmenschlichen Bedingungen abgebaut werden, damit deutsche Bessermenschen von CSU bis Gruene dem Klimakult froehnen koennen + als Erichs Erben Industrie-Standort zerstoeren? AfD Europawahl";11;12;3743;Stuttgart, Deutschland;37;2019;4;15;20;83;🇩🇪;#Elektroauto|#CSU|#Gruene|#Klimakult|#ErichsErben|#Industrie|#AfD|#Europawahl;;negative;Klimapolitik
DirkSpaniel15552279001;DirkSpaniel;TRUE;2019-04-14T07:45:00Z;Multikulti- und Islam-Toleranz. Moslemische Kriminelle duerfen eine Frau als Verteidigerin ablehnen. Gehe ich Recht in der Annahme, dass es sich hier um eine eindeutige Islamisierung der Justiz handelt? Frauenrechte Gleichberechtigung Af Dwaehlen;46;71;3743;Stuttgart, Deutschland;33;2019;4;15;20;83;🇩🇪;#Multikulti|#Islam|#Toleranz|#Islamisierung|#Justiz|#Frauenrechte|#Gleichberechtigung|#AfDwaehlen;;negative;Islam
DirkSpaniel15565135201;DirkSpaniel;TRUE;2019-04-29T04:52:00Z;Medienprogramme Habeck, wie er liebt+lebt: Kein Christ, aber Mitleidsethik des Christentums ist wichtig fuer mich. Mitleid und totalitaerer Moralanspruch - das ist gruene Politik. Sie ist gleichermassen infantil und bevormundend wie rueckschrittlich. Af Dwaehlen Europawahl2019;7;14;3743;Stuttgart, Deutschland;36;2019;4;18;20;86;;#Habeck|#gruene|#AfDwaehlen|#Europawahl2019;;negative;Gruene
DirkSpaniel15567642001;DirkSpaniel;TRUE;2019-05-02T02:30:00Z;Linksextremisten greifen Polizei in Stuttgart bei erster Mai-Demo an. Pyrotechnik, Tritte und Schlaege. Danach Fest im linken Szenetreff Lilo Hermann.Linksextremismus ist eine Gefahr fuer die Demokratie. Deshalb AfD Af Dwaehlen kommunalwahl Europawahl;27;61;3743;Stuttgart, Deutschland;31;2019;5;18;21;86;;#Polizei|#Stuttgart|#ersterMai|#Linksextremismus|#Demokratie|#AfD|#AfDwaehlen|#kommunalwahl|#Europawahl;;negative;Linksextremismus
DirkSpaniel15597037801;DirkSpaniel;TRUE;2019-06-05T03:03:00Z;Bitter fuer Anhaenger von Klimahysterie und Klimanotstand: Herstellung von Elektroautos zerstoert doppelt so viel Umwelt wie ein vergleichbares Gefaehrt mit Verbrennungsmotor. Herstellung der Batterie : 17 Tonnen CO2! Intelligenz Gibtsnicht Im Bioladen;106;172;3743;Stuttgart, Deutschland;29;2019;6;23;22;91;;#Klimahysterie|#Klimanotstand|#Elektroautos|#CO2|#IntelligenzGibtsnichtImBioladen;;negative;Klimahysterie
DirkSpaniel15607438801;DirkSpaniel;TRUE;2019-06-17T03:58:00Z;Mit der Luftbruecke verhinderten die USA , dass Berlin nach dem 2.WK von Sowjets ausgehungert wurde. Nun regiert dort der links-Gruene Sozialismus. Keine Landegenehmigung fuer Rosinenbomber. Erbaermlich. Schirmherr: Peinlich-Praesident Steinmeier;41;76;3743;Stuttgart, Deutschland;31;2019;6;25;22;93;;#Luftbruecke|#USA|#Berlin|#Gruene|#Sozialismus|#Steinmeier;;negative;Sozialismus
DirkSpaniel15634342201;DirkSpaniel;TRUE;2019-07-18T07:17:00Z;Polizisten, die durch ihre Arbeit in problematischen Kiezen, d.h. bunten Clan-Vierteln und hohem Islam-Anteil eine rechtslastige Sicht der Welt entwickeln, sollen durch interkulturelle Kompetenz linkslastiges Mainstream-Denken uebernehmen. AfD Meinungsfreiheit Orwell;8;27;3743;Stuttgart, Deutschland;31;2019;7;29;23;97;;#Islam|#AfD|#Meinungsfreiheit|#Orwell;;negative;Polizei
DirkSpaniel15645486001;DirkSpaniel;TRUE;2019-07-31T04:50:00Z;In einem Satz drueckt sich der erbaermliche Zustand der christlichen Kirchen aus. Taeter finden Immer Verstaendnis. Ein Fuechtling ohne Trauma scheint undenkbar. Mit welchem Trauma wird die Mutter leben, die ZUSEHEN musste, wie ihr Kind zermalmt wurde. Frankfurt Hbf Kirchenaustritte;74;163;3743;Stuttgart, Deutschland;40;2019;7;31;23;99;;#Kirchen|#FrankfurtHbf|#Kirchenaustritte;;negative;Migrantenkriminalitaet
DirkSpaniel15780549601;DirkSpaniel;TRUE;2020-01-03T12:36:00Z;Neue Diesel-Verbote in Stuttgart zeigen: Auf die CDU ist keinerlei Verlass, wenn es darum geht, Mobilitaet zu erhalten, Wirtschaft zu staerken oder Enteignungen der Buerger zu verhindern! Fahrverbote AfD;22;38;3743;Stuttgart, Deutschland;30;2020;1;1;29;122;;#Diesel|#Stuttgart|#CDU|#Mobilitaet|#Fahrverbote|#AfD;;negative;Fahrverbote
DoroBaer15923755201;DoroBaer;TRUE;2020-06-17T06:32:00Z;Wohoo! berichtet gerade im Kabinett, dass wir von unserer Corona Warn App schon ueber 6 Millionen Downloads haben. Danke Euch fuer Eure Unterstuetzung!;84;1229;99525;"";25;2020;6;25;34;146;;;@jensspahn|@BMG_Bund;positive;Coronamassnahmen
Doro_Martin16020465601;Doro_Martin;TRUE;2020-10-07T04:56:00Z;Freiwilligkeit wirkt hier offenbar nicht. Die Zahl von Frauen im DAX-Vorstaenden und Aufsichtsraeten ist immer nach erschreckend niedrig. Wir brauchen hier verbindliche Regeln! Top-Frauen gibt es uebrigens viele wirsinddiehaelfte;5;25;3091;Hamburg;30;2020;10;41;38;162;;#wirsinddiehaelfte;;negative;Gleichberechtigung
Doro_Martin16064634601;Doro_Martin;TRUE;2020-11-27T07:51:00Z;Mazel tov! Der Haushaltsausschuss hat gestern 65 Mio. fuer den Wiederaufbau der Synagoge am Bornplatz beschlossen. Juedisches Leben wird damit wieder sichtbarer in Hamburg. Freue mich sehr!;7;75;3091;Hamburg;30;2020;11;48;39;169;;;@bornplatz;positive;Judentum
DrAndreasNick16057137001;DrAndreasNick;TRUE;2020-11-18T15:35:00Z;Bundesmittel in Hoehe von 2,6 Mio. fliessen fuer das Projekt Freiherr von Stein und die Naturlandschaft nach Nassau an der Lahn als Teil des Modellprojekts zur Klimaanpassung in urbanen Raeumen - Ich freue mich! wahlkreis;0;8;6332;Montabaur/Ww.;37;2020;11;47;39;168;;#Nassau|#Lahn|#wahlkreis;@cdurlp;positive;Klimaschutz
DrHollnagel15273974401;DrHollnagel;TRUE;2018-05-27T05:04:00Z;Dr. Bruno Hollnagel: Der unheilvolle Gang in die Transfer- und Haftungsunion durch sogenannte EU-Vertiefung unter dem Deckmantel von falsch verstandener Solidaritaet und Harmonisierungsbestrebungen sollte endlich gestoppt werden!;0;1;706;Berlin, Deutschland;29;2018;5;22;9;37;;#Haftungsunion|#EU;;negative;Schuldenunion
DrHollnagel15370084201;DrHollnagel;TRUE;2018-09-15T10:47:00Z;Der Umweltausschuss der EU verlangt 45 weniger CO2-Emissionen von 2021 bis 2030, und will durch planwirtschaftliche Elemente die Prinzipien der erfolgreichen freien Marktwirtschaft aushebeln. Dies gefaehrdet deutsche Arbeitsplaetze und -Steuereinnahmen.;2;11;706;Berlin, Deutschland;32;2018;9;37;13;52;;#EU|#Marktwirtschaft;;negative;Klimapolitik
DrHollnagel15530862601;DrHollnagel;TRUE;2019-03-20T12:51:00Z;Mit traumwandlerischer Sicherheit betreibt die falsche Politik. Die will die Grundsteuer abschaffen. Das entlastet die Mieter. Der Grundsteuerausfall wird durch einen Hebesatz auf die Einkommensteuer ausgeglichen.;0;4;706;Berlin, Deutschland;29;2019;3;12;19;80;;#Grundsteuer|#Mieter|#Einkommensteuer;@OlafScholz|@AfDimBundestag;negative;Grundsteuer
DrHollnagel15828824401;DrHollnagel;TRUE;2020-02-28T09:34:00Z;Auch die EZB hat Helikoptergeld in ihrem Instrumentenkasten, wie es gerade in Hongkong eingesetzt wird. Es schadet jedoch mehr, als dass es nuetzt, denn es steigert die Inflation. In Deutschland boete sich stattdessen eine Senkung der Mehrwertsteuer an.;0;1;706;Berlin, Deutschland;40;2020;2;9;30;130;;#EZB|#Hongkong|#Inflation|#Mehrwertsteuer;;negative;EZB
DrHollnagel15951431401;DrHollnagel;TRUE;2020-07-19T07:19:00Z;Mit ihrer Negativzins-Politik treibt die EZB ein gefaehrliches Spiel. Sie suggeriert, das Geld wuerde reichen. Ueberfaellige Loesungsansaetze werden gar nicht erst gedacht. Das Experiment wird scheitern. Die Schaeden werden die Vorstellungskraft uebersteigen.;2;4;668;Berlin, Deutschland;34;2020;7;29;35;150;;#Negativzins|#EZB;;negative;EZB
Dr_Rainer_Kraft15527304001;Dr_Rainer_Kraft;TRUE;2019-03-16T10:00:00Z;Das linksradkale Klassendenken. So 19 Jhd. Faellt Ihnen nichts modernes ein, nur immer dieses ewig gestrige, laengst widerlegte Zeug? AfD Socialism Kills;0;0;888;Augsburg-Land;26;2019;3;11;19;79;;#AfD|#SocialismKills;@lgbeutin|@dieLinke|@linke_sh|@Linksfraktion|@RLS_Klima;negative;Sozialismus
Dr_Rainer_Kraft15640431001;Dr_Rainer_Kraft;TRUE;2019-07-25T08:25:00Z;berichtet: 40.000 Tonnen Sondermuell jaehrlich, nur durch ausgediente Rotorblaetter. Zeit fuer reelle Umweltpolitik statt klimaathysterie Wer gruene Ideologie mit Umweltschutz verwechselt, vergeht sich an der Natur. Klimavoodoo Oekopopulismus Sozialismustoetet;0;0;888;Augsburg-Land;31;2019;7;30;23;98;;#klimaathysterie|#Klimavoodoo|#Oekopopulismus|#Sozialismustoetet;@ZDFheute;negative;Gruene
Dr_Rainer_Kraft15812503801;Dr_Rainer_Kraft;TRUE;2020-02-09T12:13:00Z;Merkel befiehlt, eine Wahl rueckgaengig zu machen. Merkel fuehrt sozialistische Saeuberungen in ihrer Partei durch. In MV wird eine FDP-Politikerin samt Tochter von Linksextremisten mit Feuerwerk beschossen. Demokratienotstand in Deutschland. Twittertrends: Wetter Fussball. :-(;1;4;888;Augsburg-Land;35;2020;2;6;30;127;;#Merkel|#Saeuberungen|#Linksextremisten|#Demokratienotstand;;negative;Merkel
Dr_Rainer_Kraft15820933201;Dr_Rainer_Kraft;TRUE;2020-02-19T06:22:00Z;Linke Politik ist jeder Freiheit gegenueber feindlich gesinnt. Sich dem Sozialismus entgegenzustellen ist ein Kern des Liberalismus. Die hat das vergessen. Den Begriff Kulturmarxismus zu kriminalisieren ist kulturmarxistisches Propagandahandwerk. Niewieder Sozialismus;0;4;888;Augsburg-Land;32;2020;2;8;30;129;;#Sozialismus|#Kulturmarxismus|#NiewiederSozialismus;@robert_fietzke|@fdp;negative;Sozialismus
Dr_Rainer_Kraft15840238201;Dr_Rainer_Kraft;TRUE;2020-03-12T14:37:00Z;Wieder Handydaten geloescht. Diesmal von Wird das jetzt das Standardprozedere? Sobald ein UA droht, erst mal Daten loeschen! Keine Bundesregierung hat jemals so konzertiert das Vertrauen in die Politik zertruemmert wie die Regierung Merkel;2;5;888;Augsburg-Land;36;2020;3;11;31;132;;#Handydaten|#Merkel;@AndiScheuer.;negative;Datenschutz
Dr_Rainer_Kraft15846307801;Dr_Rainer_Kraft;TRUE;2020-03-19T15:13:00Z;Der Vertrauensverlust in Politik und Medien ist ein Resultat von Haltungsjournalismus und Vermerkelung der Republik. Dass Aufrufe, zuhause zu bleiben ignoriert werden, mag auch ein Ausdruck von Dekadenz sein, ist aber letztlich ein Resulatat der Gro Ko-Politik der letzten Jahre;0;2;888;Augsburg-Land;40;2020;3;12;31;133;;#Haltungsjournalismus|#Vermerkelung|#GroKo;;negative;GroKo
Dr_Rainer_Kraft15867799201;Dr_Rainer_Kraft;TRUE;2020-04-13T12:12:00Z;Die AfD lehnt jede Kooperation mit Sozialisten und anderen totalitaeren Ideologen ab. Wuerden alle Parteien so konsequent handeln, ginge es unserem Land deutlich besser. Nie Wieder Sozialismus Sozialismustoetet;0;5;888;Augsburg-Land;27;2020;4;15;32;136;;#Sozialisten|#NieWiederSozialismus|#Sozialismustoetet;;negative;Sozialismus
Dr_Rainer_Kraft15910718401;Dr_Rainer_Kraft;TRUE;2020-06-02T04:24:00Z;Antifa ist Gewalt Antifa ist Hass Antifa ist Sozialismus Antifa ist Terrorismus Antifa ist der terroristische Arm von SED und Bekenntnis zur Antifa macht klar: diese Parteien sind der parlamentarische Armdes Linksterrorismus;5;13;888;Augsburg-Land;34;2020;6;23;34;144;;#Antifa|#Antifa|#Antifa|#Sozialismus|#Antifa|#Terrorismus|#Antifa|#SED|#Antifa|#ArmdesLinksterrorismus;@spdde|@Die_Gruenen;negative;Linksextremismus
Dr_Rainer_Kraft16019054401;Dr_Rainer_Kraft;TRUE;2020-10-05T13:44:00Z;2/2 Wollen diese, vermeintlich buergerlichen Parteien weiter mit Sozialisten kollaborieren oder erkennen sie die Gefahr, die unserem Land droht und kehren zurueck zu buergerlichem Konservativismus? Nie Wieder Sozialismus SED Taeterpartei;0;2;888;Augsburg-Land;30;2020;10;40;38;161;;#Sozialisten|#NieWiederSozialismus|#SED|#Taeterpartei;;negative;Sozialismus
EnricoKomning15133498801;EnricoKomning;TRUE;2017-12-15T14:58:00Z;Die Gruenen sind empoert ueber einen Wasserwerfereinsatz? Zur Erinnerung: Demokratiegegner haben versucht einen Parteitag einer demokratischen Partei zu verhindern. Ich bin empoert ueber das Demokratieverstaendnis der Gruenen! Gruene AfD Af DBpt;55;173;2574;Neubrandenburg, Deutschland;31;2017;12;50;4;12;;#Gruene|#AfD|#AfDBpt;;negative;Gruene
EnricoKomning15302502601;EnricoKomning;TRUE;2018-06-29T05:31:00Z;Merkel wird auf europaeischer Ebene nicht mehr ernst genommen. Doch wie sollen Deutschlands Interessen weiterhin vertreten werden? Ihr Endspiel laeuft bereits... EU Bruessel AfD Af Dim Bundestag;19;80;2574;Neubrandenburg, Deutschland;28;2018;6;26;10;41;↘;#Merkel|#EU|#Bruessel|#AfD|#AfDimBundestag;;negative;Merkel
Erhard_Grundl15582743401;Erhard_Grundl;TRUE;2019-05-19T13:59:00Z;und seine konservative oevp waren die steigbuegelhalter fuer die Rechten in Oesterreich. Ein Muster, das in einigen Laendern Europa s droht und das verhindert werden muss. - Kurz verschleiert die eigene Schuld am Desaster;0;0;1313;Straubing-Bogen, Bayern;35;2019;5;20;21;88;;#oevp|#steigbuegelhalter|#Europa;@sebastiankurz;negative;Rechtspopulismus
Erhard_Grundl15718056001;Erhard_Grundl;TRUE;2019-10-23T04:40:00Z;Dieser Satz ist eine Verharmlosung der Verbrechen der Nazis. Herr Blume ist der erfolgloseste aller Zeiten. Nach seinem Debakel beim juengsten Parteitag probiert er es jetzt mit Anwanzen an die Relativierer des 3. Reichs. Ganz armselig! niewieder;2;12;1223;Straubing-Bogen, Bayern;39;2019;10;43;26;111;;#niewieder;@CSU-Sekretaer;negative;Rechtsextremismus
Erhard_Grundl16013082601;Erhard_Grundl;TRUE;2020-09-28T15:51:00Z;Schlimme Fehler bei der Soeder Regierung, die viele Menschen in ihrer beruflichen Existenz gefaehrden. Es gibt Expertise, aber anscheinend nicht in der CSU. Sehr schlimm. Debatte ueber Kuenstler in Not: Bayerische Soforthilfe gefloppt - via;0;3;1313;Straubing-Bogen, Bayern;35;2020;9;39;37;160;;#SoederRegierung|#CSU;@BR24;negative;Coronahilfen
Erhard_Grundl16085683801;Erhard_Grundl;TRUE;2020-12-21T16:33:00Z;ganz viele der bisherigen Hilfen passen nicht. Fuer soloselbstaendige schaut es nach 10 Monaten Pandemie duester aus. Ich bin ueberzeugt, dass ein Existenzgeld in der Krise fuer eine Atempause im Existenzkampf sorgen kann. kultur;0;5;1313;Straubing-Bogen, Bayern;36;2020;12;51;40;172;;#soloselbstaendige|#Existenzgeld|#kultur;@KulturErhalten⁩;positive;Coronahilfen
EskenSaskia15841212601;EskenSaskia;TRUE;2020-03-13T17:41:00Z;Die Wirtschaft, das sind Selbstaendige und kleine, mittlere und grosse Unternehmen und ihre Beschaeftigten, die die Folgen dieser Pandemie ziemlich unverschuldet trifft. Das Symbol hilft einigen besonders schutzbeduerftigen Menschen ganz konkret, und darueber bin ich froh.;0;15;77726;Berlin / Nordschwarzwald;40;2020;3;11;31;132;;;@LebenmitLiebe|@Not1Proud|@torsten_hautnah|@NowaboFM;positive;Coronahilfen
