name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;label
Matthias Hauer;MatthiasHauer;TRUE;2020-05-31 18:30:41;Einfach mal auf die Mehrheit hören - die ist klar gegen Binnen-I, Gendersternchen, Unterstrich und Co. Wer Sprache lieber weiter vermeintlich gendergerecht verhunzen will, sollte dringend seine Filterblase verlassen. #annewill #clauskleber #Gendersprache @annewill @ClausKleber https://t.co/WnWtfm8Pui;31;226;9366;Essen;positive
Agnieszka Brugger;agnieszka_mdb;TRUE;2019-02-25 08:59:25;"Die #Afghanistan-Strategie der Bundesregierung lautet aussitzen &amp; abschieben. Beides ist absolut unverantwortlich. Es braucht endlich einen Abschiebestopp &amp; eine ehrliche Debatte über einen klugen Abzugsplan https://t.co/4XNTXIoKOB";3;11;11106;"";negative
Petra Pau;PetraPauMaHe;TRUE;2019-10-12 22:58:01;@BenjaminHoff @bundesrat Leider ist die Geschichte viel schlimmer: Wie 2011 sollte 2019 die Förderung gekürzt und in der Perspektive beendet werden. D. h. es gibt keine Aufstockung, nur Erhaltung des Status Quo. #Demokratie muss jeden Tag verteidigt und gestärkt werden.;1;5;14854;Berlin, Marzahn- Hellersdorf;negative
Stefan Gelbhaar;StefanGelbhaar;TRUE;2019-03-03 17:12:02;@AdrianShala1995 @StefanBrands2 @PatrickTe @smuellermdb @Umwelthilfe Sie verwechseln diskutieren mit beleidigen. Diskutieren würde das gemeinsame erörtern eines Themas bedeuten, dh akzeptieren dass der Sachverhalt sortiert werden muss, und das es verschiedene Sichtweisen auf das Thema geben kann. Beides haben Sie nicht mal versucht würde ich sagen;0;1;6537;Berlin, Prenzlauer Allee 22;positive
Konstantin Notz;KonstantinNotz;TRUE;2020-07-16 08:37:58;Das Agieren der Bundesregierung in Sachen Daten- und PrivatsphäreSchutz der Bürgerinnen und Bürger im@Hinblick auf die Übermacht der großen TechKonzerne ist seit vielen Jahren einfach unterirdisch, zynisch und ignorant. https://t.co/AFrz0GnJ2L;6;31;69550;Schleswig-Holstein und Berlin;negative
Norbert Rottgen;n_roettgen;TRUE;2020-08-10 11:57:57;Keine Überraschung. Die #SPD hatte schon einige #Kanzlerkandidaten, die nicht zur Partei und ihrer Richtung passten. Das macht auch #Scholz zu einer taktischen Lösung, die nicht glaubwürdig ist.;7;93;44703;Berlin / Rhein-Sieg-Kreis II;negative
Katharina Droge;katdro;TRUE;2020-12-17 13:19:17;Ich unterstütze gemeinsam mit 244 Kolleg*innen den #Weihnachtsappell für die schnelle Aufnahme Schutzsuchender von den griechischen Inseln. #Menschenrechte gelten überall - auch an Europas Außengrenzen! #LeaveNoOneBehind #wirhabenplatz https://t.co/ivrYC0Coei;1;22;6180;"";positive
Filiz Polat;filizgreen;TRUE;2017-12-12 08:09:39;Stipendien für verfolgte Wissenschaftlerinnen und Wissenschaftler: Philosophische Fakultät der @uniGoettingen vergibt Kurzzeitstipendien und Fellowships https://t.co/EedRLre8WL (bü);2;2;4465;Bramsche/Berlin;positive
Tobias Lindner;tobiaslindner;TRUE;2019-02-10 09:24:15;„Es ist schon bemerkenswert, dass die Unregelmäßigkeiten bei den Abrechnungen erst jetzt auffallen. Zum anderen zeigt sich allerdings auch, dass das Konstrukt aus Rahmenvertrag mit Unterauftragnehmern solchen Machenschaften Tür und Tor öffnet.“ @BILD https://t.co/azzRfrdv01;1;3;6241;Berlin, Deutschland;negative
Sarah Ryglewski;RyglewskiS;TRUE;2019-06-03 18:10:59;Was nicht zueinander passt: #Krokodilstränen über den Umgang mit Andrea #Nahles weinen und dann bei Malu Dreyer, @tsghessen und @ManuelaSchwesig genauso weitermachen. Ich bin ihnen sehr dankbar, dass sie in einer sehr schwierigen Situation Verantwortung für die #spd übernehmen.;4;81;1100;Bremen, Deutschland;positive
Konstantin Notz;KonstantinNotz;TRUE;2020-06-09 11:38:55;Warum die #FDP ausgerechnet in diesen Zeiten - in denen es Qualität im Journalismus und bei Informationen dringender denn je braucht - mit der #AfD im Duett das populististische Liedchen gegen den ÖffenlichRechtlichen Rundfunk singen will, ist mir gänzlich unverständlich.;117;1306;69550;Schleswig-Holstein und Berlin;negative
Sven Lehmann;svenlehmann;TRUE;2019-02-18 17:26:33;"""""Das ist alles nicht finanzierbar!"""" - heißt es bei CDUCSU + FDP oft angesichts der aktuellen Debatte um #Sozialpolitik. Gleichzeitig wollen sie aber den Soli für Spitzenverdiener streichen, Rüstungsausgaben erhöhen und an klimaschädlichen Subventionen festhalten. Nicht mit uns! https://t.co/HPqcppegvh";66;249;15570;Köln/Berlin;negative
Uwe Schummer;UweSchummer;TRUE;2020-12-03 08:55:21;Videokonferenz zum Arbeitsschutzkontrollgesetz, klasse Einigung, erhöht die Tarifbindung in der Fleischwirtschaft, jetzt zumBürgerbüro nach #Viersen #Bundestag;0;6;8549;Deutscher Bundestag, Berlin;positive
Ekin Deligoz;ekindeligoez;TRUE;2019-08-07 12:25:19;@hschiller Ich vermute, die Lenkungswirkung bei den Konsumenten wäre minimal. Sprich: wegen Cent-Beträgen werden Verbraucher kaum weniger Fleisch verzehren. Und darauf zielten Ostendorff und Co. wohl auch gar nicht ab;0;1;8232;"";negative
Angelika Glockner;A_Gloeckner;TRUE;2020-02-02 13:34:20;"Heute in Brüssel mit meinen #spd KollegInnen im Europa-Ausschuss auf Einladung der #FES. Wie machen wir die #EU stark, um die vor uns liegenden Aufgaben zu lösen. #sozialeungleichheit, #Digitalisierung
 #sozialverträglichenKlimaschutz";0;0;1059;Südwestpfalz, Rheinland-Pfalz;positive
Uwe Schummer;UweSchummer;TRUE;2020-03-05 14:48:39;@KarstenSchrder @CDU Wie kann man unser Land und unsere Demokratie nur so schlecht machen.;0;1;8549;Deutscher Bundestag, Berlin;negative
Stefan Gelbhaar;StefanGelbhaar;TRUE;2020-08-05 19:01:16;@MonikaHerrmann1 Wobei ich es schon gut finde, wenn Fahrräder sehr leicht sind. 5,8 kg - oder das Antrak mit rd. 3 kg - Carbon ist interessant.;0;2;6537;Berlin, Prenzlauer Allee 22;positive
Oliver Krischer;Oliver_Krischer;TRUE;2019-04-07 16:46:25;"Ausgerechnet diejenigen, die bei der Diskussion über #Enteignung gegen #Mietenwahnsinn sofort Skandal, Skandal schreien, haben gar kein Problem damit, tausende Menschen für #Braunkohle und für Gewinne von #RWE &amp; Co. zu enteignen @c_lindner @fdp @AndreaNahlesSPD @spdde @akk @CDU";175;667;13501;RegionAachen/NRW/Berlin;negative
Michael Abercron;mvabercron;TRUE;2020-03-31 10:59:37;Wir kämpfen um jeden Job – durch Ausweitung d. Kurzarbeit. Denn Kurzarbeit kann jetzt schon beantragt werden, wenn mind. 10% der Beschäftigten vom Arbeitsausfall betroffen sind. Und: Leiharbeitnehmer können jetzt auch Kurzarbeitergeld beziehen. #wirhandeln https://t.co/3qEGUYuFsW https://t.co/HYgh3kQjZm;0;0;889;Pinneberg, Deutschland;positive
Konstantin Kuhle;konstantinkuhle;TRUE;2019-10-13 12:52:53;@DeHollander2 @fdp @jungeliberale Letzte Woche hat ein Nazi zwei Menschen erschossen. Da darf es ruhig mal ein bisschen konkreter sein, finden Sie nicht?;0;1;27653;Göttingen/Berlin;negative
Michel Brandt;michel_brandt_;TRUE;2019-02-06 16:21:15;Dieses Plakat ist ein billiger Täuschungsversuch des @BMAS_Bund. Solange sich @die_regierung weiter gegen verbindliche Menschenrechtspflichten für Konzerne stellt, sind solche Kampagnen leider komplett unglaubwürdig. #BindingTreaty #Menschenrechte #BizHumanRights @Linksfraktion https://t.co/WyLB9aHJx0;6;22;4021;"";negative
Heike Hansel;HeikeHaensel;TRUE;2020-02-16 20:54:28;"Wir haben Recht behalten mit unserem Protest gegen den Irak-Krieg am 15.Februar 2003. Der Irak ist ein zerschlagenes Land. Diese völkerrechtswidrige Invasion hatte leider keinerlei Konsequenzen für die US-geführte Allianz. Bush&amp;Blair sind immer noch auf freiem Fuß. Weshalb? https://t.co/mgXFUKOB9v";36;91;7921;Berlin;negative
Caren Lay;CarenLay;TRUE;2020-06-22 09:35:51;Ich bin gespannt, ob der rechte Terror gegen Migrant*innen die gleiche Aufmerksamkeit bekommt, wie die Ausschreitungen gegen Polizeikontrollen in #Stuttgart? https://t.co/j6PqD38cOk;17;49;9763;"";negative
Johannes Huber;HuberMdB;TRUE;2019-01-07 13:10:49;"Ein wichtiger Sieg! 

Die öffentliche Anhörung der Petition gegen den UN-Migrationspakt findet am kommenden Montag, den 14.1.2019 um 12.00 Uhr im... https://t.co/xbs1bNm6yr";37;102;1841;"";positive
Niels Annen;NielsAnnen;TRUE;2019-03-28 13:21:35;„Genau diese Charakterzüge benötigt unsere Stadt aktuell.“ Die Mopo über unseren Bürgermeister @TschenPe @spdhh https://t.co/kENZqA0YOZ;1;13;13671;Hamburg;positive
Lars Castellucci;larscastellucci;TRUE;2020-09-18 06:43:41;Die große Mehrheit der #Polizei ist verfassungstreu. Umso wichtiger ist es, dass wir rechtsextreme Einstellungen und Netzwerke in den Sicherheitsbehörden erforschen und so zukünftig frühzeitig erkennen können. Außerdem müssen wir interkulturelle Kompetenz stärker fördern. #NRW https://t.co/sU0nlVsF0d;9;59;5551;Wiesloch/Berlin;positive
Jurgen Braun;JuergenBraunAfD;TRUE;2020-04-16 07:36:16;"Endlich! Sie sind da, die ersten 12 #Mädchen, zwischen 5 und 10 Jahren alt! 
Gerettet von #Lesbos, jetzt """"#Schutzsuchende"""" in der #EU.
Sozialist #Asselborn bescheinigt ihnen gerne, daß sie nun täglich ihr Geschlecht und Alter wechseln können. #GirlsWelcome im #Gender-Paradies! https://t.co/A0bVeMgaiM";15;41;3188;Waiblingen, Deutschland;positive
Johannes Huber;HuberMdB;TRUE;2019-12-31 13:13:49;"Um wie viel Grad wird das Klimapaket der Bundesregierung die Temperatur der Erde abkühlen? Richtig, gar nicht! Es wird nur die Geldbeutel der Bürger abkühlen!

Wir sollten im Jahr 2020 alles Menschenmögliche unternehmen, diese Bundeskanzlerin auszuwechseln! Guten Rutsch! https://t.co/dAYUM0o8Pe";5;15;1841;"";negative
Sabine Leidig;sabineleidig;TRUE;2020-06-07 15:22:22;Toller Kommentar von @georgrestle zum Thema #Rassismus in #Deutschland. https://t.co/lLyInsjaYH;5;5;8453;"";positive
Uwe Kekeritz;Uwekekeritz;TRUE;2018-02-14 15:03:53;Bei der Eröffnung der @BioFachVivaness in Nürnberg. Wenn jetzt auch noch die Bundesregierung die Zeichen der Zeit erkennen würde, anstatt sich an Pflanzengifte wie Glyphosat zu klammern... #BioFach #biofach18 https://t.co/DDluf8M5Lv;0;4;3047;Uffenheim / Berlin;negative
Sabine Leidig;sabineleidig;TRUE;2019-10-16 18:01:02;Heute Auftakt für #Parlamentarier*innen for future im Bundestag :) mit @sciforfuture @FridayForFuture @Ende__Gelaende @XR_Aufstand u.a. Dazu passend empfehle ich Matthias Greffrath über Demokratisierung als Klimaschutzmaßnahme: https://t.co/FjiYGo79uZ;3;26;8453;"";positive
Steffen Bilger;steffenbilger;TRUE;2020-09-16 09:01:31;Eine Nachricht, über die ich mich sehr freue: unser Bundestagspräsident und Spitzenkandidat der @CDU_BW Wolfgang Schäuble kandidiert noch einmal für den Bundestag. Er tut dem Haus und der CDU gut und war im Übrigen immer ein Verbündeter der jungen Generation. https://t.co/59zFHxrH2K;3;35;5128;Ludwigsburg / Berlin;positive
Dirk Spaniel;DirkSpaniel;TRUE;2019-07-18 09:17:08;Polizisten, die durch ihre Arbeit in „problematischen Kiezen“, d.h. bunten Clan-Vierteln und hohem #Islam-Anteil eine „rechtslastige“ Sicht der Welt entwickeln, sollen durch  „interkulturelle Kompetenz“ linkslastiges Mainstream-Denken übernehmen. #AfD #Meinungsfreiheit #Orwell https://t.co/BZRYv1FJua;8;27;3743;Stuttgart, Deutschland;negative
Christoph Hoffmann;HoffmannForest;TRUE;2020-04-20 09:01:15;Gegenteil ist richtig, wir werden den Erreger nicht los, deshalb Ziel der Immunisierung nicht aus den Augen verlieren! Physik ist statistisch, Biologie dynamisch #Corona @RegSprecher https://t.co/85Mpgqa1kp;0;0;1258;Schliengen, Deutschland;positive
Uwe Schummer;UweSchummer;TRUE;2020-08-01 14:52:14;@oida_grantler @HollsteinM Die Regeln gelten für alle. Warum relativieren Sie das Recht?;0;2;8549;Deutscher Bundestag, Berlin;negative
Margit Stumpp;margit_stumpp;TRUE;2020-08-17 08:55:57;Nicht erst die #Corona-Krise hat gezeigt: Schnelles #Internet ist auch für Unternehmen essentiell. Ein #Recht auf schnelles Internet ist lange überfällig! Unsere Position dazu: https://t.co/OGHVfXzeTw https://t.co/ngQin7xOyh;3;18;1709;Ostalbkreis/Landkr. Heidenheim;positive
Maik Beermann;MaikBeermann;TRUE;2017-12-20 16:42:58;@Wissing das ist ja jetzt schon etwas dreist so etwas für sich in Anspruch zu nehmen. Wer selbst nicht mitregieren will, darf sich dann nicht wundern und sollte sich lieber etwas zurück halten. https://t.co/hNgNNHViFk;0;0;2683;"";negative
Michael Roth;MiRo_SPD;TRUE;2021-01-07 16:12:51;"Was bleibt?
Klar, die #EU hat nicht alles richtig gemacht. Man hätte mehr ins Risiko gehen können. Dass sich das ausgezahlt hätte, weiß man aber immer erst im Nachhinein. Sie hätte auch transparenter und flexibler sein können oder sogar müssen. 12/";1;25;35028;Bad Hersfeld;negative
Michael Grosse-Bromer;MGrosseBroemer;TRUE;2020-04-15 18:10:54;Kluge Kompromißlösung der Kanzlerin zu Lockerungen im Corona-Alltag mit den Ministerpräsidenten. #Coronakrise #wirbleibenzuhause;5;67;16016;Heide und Hauptstadt;positive
Marc Bernhard;MarcBernhardAfD;TRUE;2019-03-05 16:14:31;Ich fordere sofortigen Stopp des Geldsegens für dubiose #DUH! #Gemeinnützigkeit des Vereins infrage gestellt,aber 2019bis zu3,5Millionen Euro aus #Steuergeldern!Bürger finanzieren Verein,der sich Vernichtung ihres Eigentums auf die Fahnen geschrieben hat!➡️https://t.co/5x2cbmIgo1 https://t.co/hhvovjPRUl;2;13;3966;"";negative
Johannes Steiniger;josteiniger;TRUE;2020-05-22 14:25:35;@erik_donner In Dürkheim wird die wohlfeile Ankündigung von Frau Dreyer leider viele Enttäuschungen hervorrufen. 30 % der Erzieher/innen in Risikogruppe, Baurecht verhindert, dass Kinder von KiTa A in B wechseln, usw.;0;0;3980;"";negative
Jan-Marco Luczak;JM_Luczak;TRUE;2019-01-27 10:24:54;Heute gedenken wir der #Opfer des #Nationalsozialismus. Der Tag mahnt uns zur Verantwortung gegenüber Allem, was unsere offene u tolerante Gesellschaft bedroht. Ich finde, der Bundestag sollte auch der #homosexuellen NS-Opfer Gedenkstunde widmen! @Queerspiegel @queer_de @TspLeute https://t.co/lh2NfS8gUX;10;36;5202;Berlin;negative
Sven Lehmann;svenlehmann;TRUE;2019-09-01 07:32:13;"📨 Heute entscheidet sich die Zukunft in und für #Sachsen und #Brandenburg: Wer GRÜN wählt, wählt Klimaschutz, Weltoffenheit und soziale Gerechtigkeit 💚 Alle Daumen sind gedrückt für @gruene_sachsen &amp; @GrueneBBG nach diesem fulminanten Wahlkampf! 🙋‍♂️💪✅";2;37;15570;Köln/Berlin;positive
Hermann Grohe;groehe;TRUE;2018-03-20 17:36:18;Ich freue mich sehr – über meine #Wahl zum Stellvertretenden Vorsitzenden der CDU/CSU-Fraktion im Deutschen #Bundestag, das Wahlergebnis von 91 Prozent, den damit verbundenen Vertrauensbeweis meiner Kolleginnen und Kollegen und meine neuen Aufgaben! Herzlichen Dank! @cducsubt https://t.co/yoRpBwZukx;20;153;49868;Berlin;positive
Stefan Muller;smuellermdb;TRUE;2020-09-12 11:45:53;Das selbstgerechte Weltbild eines Jan #Böhmermann @janboehm. Andersdenkende beleidigen: Pressefreiheit. FAZ druckt ein Interview nicht: Zensur. https://t.co/XLGR5Et12D;64;363;8375;Erlangen;positive
Timon Gremmels;Timon_Gremmels;TRUE;2019-01-27 14:02:56;Nie wieder #Auschwitz, nie wieder #holocaust - das ist unser historischer Auftrag. Wehret den Anfängen! #weremeber #kassel https://t.co/7vJbNRUKY4;0;18;3770;Niestetal;negative
Harald Ebner;ebner_sha;TRUE;2018-08-30 13:35:31;Neues Interview in der @fr zu #Gentechnik, #EuGH, #CRISPR, falschen Versprechungen, falschen und echten Skandalen: https://t.co/wsoyYhnp01;11;11;4923;Germany;negative
Alexander Muller;alexmuellerfdp;TRUE;2019-01-31 14:25:39;#Polen war nicht nur das 1. Angriffsziel Deutschlands, sondern wurde nur 16 Tage später auch von der #Sowjetunion angegriffen. Seinen Opfern in einem gemeinsamen Denkmal mit den sowjetischen Opfern des NS-Vernichtungskrieges zu gedenken, wäre ein Zeichen mangelnder #Empathie. 1/6;1;6;1538;Niedernhausen, Deutschland;negative
Josephine Ortleb;joloulou;TRUE;2020-03-11 20:05:33;@RenateKuenast @FidAReV Ich gehe davon aus, dass sich unser Fraktionsvorsitzender an die Beschlüsse der Fraktion hält - die Position der SPD ist klar. Wir haben die Parität auf Listen in unserem Vorschlag der Wahlrechtsreform eingearbeitet - in den anderen Vorschlägen habe ich dazu noch nichts gelesen.;0;1;2906;Saarland;positive
Martin Hohmann;HohmannMdb;TRUE;2020-02-20 13:34:10;"Egal ob der Terror psychische oder rassistische Motive hatte – oder beides –, es spielt keine Rolle: Rassisten sind abstoßend und handeln gegen alles, wofür echte Konservative, aufrechte Patrioten und überzeugte Christen stehen.

#Hanau";0;5;421;"";negative
Ottmar Holtz;owvonholtz;TRUE;2019-10-07 11:52:18;"Bundesregierung @die_regierung verwechselt Klima und Wetter. Auch wenn es heute kalt ist in Berlin: kein Grund, die Klimaschutzziele zu schwächen! #Klimaschutz

https://t.co/wqAEoaVQGp";0;3;1437;"";negative
Lisa Paus;LisaPaus;TRUE;2020-11-23 16:22:29;"@FuestClemens ... ganz sicher dient mehr öffentliche Rechenschaftspflicht der #Steuergerechtigkeit! 

Bedenken bzgl. Geschäftsgeheimissen/ Datenschutz sind im Kompromissvorschlag ausgeräumt worden.

Erfahrungen aus dem Bankensektor zeigt, #pCBCR geht ohne Probleme....";0;0;9024;Charlottenburg-Wilmersdorf;negative
Caren Lay;CarenLay;TRUE;2020-10-13 06:44:58;Sehr gut! Für mehr #Genderwahnsinn! Make more #gendertrouble bis die Herren der Schöpfung erkannt haben, dass sie nicht alleine auf der Welt sind! Auch der Herr #Seehofer. Jetzt nicht zurückrudern! https://t.co/tDADchEmzr;6;32;9763;"";negative
Katja Kipping;katjakipping;TRUE;2020-12-01 09:31:54;"Heute traf ich mich in #Dresden mit dem Projekt U25 Online-Suizidprävention von @Caritas_web, deren Finanzierung gefährdet ist, deren Arbeit aber immer schon unverzichtbar war &amp; in Zeiten von #Corona noch mal wichtiger ist. Hoffe sehr, dass Bund sie weiter finanziert. https://t.co/O81FzJl5Kn";4;42;119692;Dresden, Berlin;negative
Daniela Kolbe;danielakolbe;TRUE;2020-12-17 07:33:35;"Konfliktdynamiken - auch nicht automatisch zu mehr Sicherheit für unsere Soldat*innen.
Ich bin froh, dass es in dieser Legislatur keinen Bewaffnungsbeschluss geben wird. Dass es noch Diskussionsbedarf in SPD und darüber hinaus gibt, dürfte auch offenkundig geworden sein. 2/";1;14;8158;Leipzig und Berlin;negative
Heiko Maas;HeikoMaas;TRUE;2018-11-14 12:58:14;China wird in Zukunft noch wichtiger werden. Von Freihandel bis Menschenrechte habe ich in den letzten beiden Tagen über viele entscheidende Themen mit der Staatsführung gesprochen. Mehr dazu im Video: https://t.co/fk4uDB6cLy;17;98;434412;Saarlouis/Berlin;positive
Heiko Maas;HeikoMaas;TRUE;2020-04-08 06:48:19;Wir werden #YadVashem für weitere zehn Jahre fördern. Wer einmal dort gestanden hat unter den Fotos unzähliger Ermordeter, weiß: Jede Geschichte, jeder Name, die wir vor dem Vergessen bewahren, macht uns zu Zeugen. Zeugen für das, was war. Und für das, was nie wieder sein darf. https://t.co/sbkYsR0QTY;94;751;434412;Saarlouis/Berlin;negative
Heiko Maas;HeikoMaas;TRUE;2020-05-14 11:00:27;Am #DonnerstagderDemokratie danke allen, die sich gegen Sexismus und sexualisierte Gewalt einsetzen. Die demonstrieren gehen, die Initiativen starten, die in Frauenhäusern helfen, die sich hier wie im Ausland einsetzen, die widersprechen, die für faire Löhne kämpfen.#Männerwelten https://t.co/myYRwbgmbb;6;109;434412;Saarlouis/Berlin;positive
Matthias Birkwald;MWBirkwald;TRUE;2018-11-03 14:44:31;@SocialPatrik @Linksfraktion Wir haben dafür das Konzept der solidarischen Mindestrente von 1.050 Euro. Mehr Details dazu hier: https://t.co/Ei8yhq36uD;0;1;4762;"";positive
Carina Konrad;carina_konrad;TRUE;2020-02-23 18:04:18;"@c_lindner zieht im #zdf klare Grenzen zur #AfD UND zum Versuch der Legendenbildung. 💪 
 #hhwahl2020";0;9;1842;Rheinland-Pfalz, Deutschland;negative
