name_matching;username;available;created_at;full_text;retweet_count;favorite_count;followers_count;location;topic;label;from;to
Caren Lay;CarenLay;TRUE;2019-02-12T09:22:55Z;In #Wolfsburg sind die #Mietpreise in den letzten 10 Jahren um 67 gestiegen. Die Wohnhaeuser im Stadtteil #Westhagen wurden erst runtergewirtschaftet und werden jetzt mit Steuergeldern wieder abgerissen. Ein Lehrstueck ueber den Irrsinn der Wohnungspolitik.;20;31;9763;"";Mietpreise;negative;25;34
Caren Lay;CarenLay;TRUE;2019-08-22T11:01:52Z;In den letzten 5 Jahren sind im Schnitt 60.000 #Sozialwohnungen verschwunden. Die Regierung hat hier komplett versagt! Es braucht ein Rettungsprogramm, um den sozialen Wohnungsbau zu erhalten und auszubauen! Zwischen Wahlkampfterminen im #ZDF:;5;18;9763;"";Wohnungsbau;negative;169;179
Caren Lay;CarenLay;TRUE;2019-10-15T08:26:16Z;Nur 43 rechtsextreme Gefaehrder? Diese Zahl scheint angesichts von Hass und Gewalt, die viele taeglich (nicht nur im Netz) zu spueren kriegen, viel zu klein. #Verfassungsschutz und #BKA machen ihre Arbeit gegen #Rechtsextremismus und #Rechtsterrorismus nicht.;18;44;9763;"";Verfassungsschutz;negative;160;176
Caren Lay;CarenLay;TRUE;2019-11-28T10:06:14Z;Die Gelder fuer den #SozialenWohnungsbau werden fuer 2020 um 500 Mio € gekuerzt! Das hat die #GroKo gerade im #Bundestag beschlossen. Der Niedergang des @SozialenWohnungsbaus ist damit besiegelt. Eine beschaemende Entscheidung, ein trauriger Tag fuer Mieter*innen! @Linksfraktion;126;231;9763;"";Wohnungsbau;negative;30;40
Caren Lay;CarenLay;TRUE;2020-06-09T17:28:09Z;In #Dresden werden 1.300 Wohnungen zweckentfremdet. Das treibt die Mietpreisspirale weiter an und macht Wohnen immer unbezahlbarer. Sachsen braucht endlich ein #Zweckentfremdungsverbot, wie es @linke_sachsen schon lange fordert.;11;38;9763;"";Wohnen;negative;105;110
Caren Lay;CarenLay;TRUE;2020-06-15T13:15:01Z;In einer Unterkunft fuer Gefluechtete in #Hoyerswerda gibt es den ersten Fall von #COVID19. Empfehlungen des @rki_de wurden zu lange ignoriert. #Sammelunterkuenfte sind zu evakuieren, zugunsten von Kleingruppen-Unterbringung und Schutz von Risikogruppen!;2;8;9763;"";Sammelunterkuenfte;negative;146;163
Caren Lay;CarenLay;TRUE;2020-06-16T16:26:44Z;Unfassbar: Zuerst unterstuetzen die #PartnerschaftenFuerDemokratie eine zu Recht umstrittene Veranstaltung mit #Steimle und #Lengsfeld, dann haelt unser OB dort auch noch ein Grusswort?! So wird es leider wieder nichts mit der Bekaempfung des #Rechtsextremismus in #Bauzen 🤦‍♀️;34;103;9763;"";Rechtsextremismus;negative;245;261
Caren Lay;CarenLay;TRUE;2020-11-18T16:15:08Z;Weiter auf Automobilitaet zu setzen, Autokonzerne mit Milliarden zu foerdern und fuer Autobahnen Waelder abzuholzen ist anachronistisch, unverantwortlich und zerstoert die Hoffnung auf eine Zukunft. #Autogipfel #Dannibleibt @keinea49 @A100stoppen Foto: Andreas Arnold/dpa;9;33;9763;"";Automobilitaet;negative;12;25
Caren Lay;CarenLay;TRUE;2020-11-23T07:27:53Z;Wer sich keine Eigentumswohnung leisten kann, wird verdraengt an den Stadtrand. Das ist hoechst unsozial! #Mieter*innen brauchen endlich ein #Umwandlungsverbot ihrer #Miet- in #Eigentumswohnungen! Mein Statement im @ARD_BaB:;7;52;9763;"";Eigentumswohnung;negative;16;31
Christian Kuhn;ChrisKuehn_mdb;TRUE;2019-04-08T11:17:44Z;@c_lindner @c_lindner erklaert die Wohnungskrise auf einem bodenlos niedrigen Niveau. Kein Wort zur Spekulation mit Boden und Wohnraum. Kein Wort zur Umwandlung von Mietwohnungen. Kein Wort zum Niedergang des sozialen Wohnungsbau - peinlich und unterkomplex! #Mietenwahnsinn;0;8;3237;"";Wohnraum;negative;127;134
Christian Kuhn;ChrisKuehn_mdb;TRUE;2019-05-21T07:07:43Z;@koehler_fdp @SvenjaSchulze68 @bmu @fdp @Die_Gruenen Wer letztlich nach #CCS ruft, will das fossile Zeitalter verlaengern, auf Kosten des Klimas und der Umwelt. CCS ist eine Nebelkerze und ein Irrweg! Alternative ist doch klar - schnellerer Ausbau der erneuerbaren Energien und Ausbau des Netzes.;1;3;3237;"";Umwelt;negative;154;159
Dieter Janecek;DJanecek;TRUE;2020-03-26T16:15:56Z;Die Ideen des ⁦@rki_de⁩ fuer eine #CoronaApp gehen in die richtige Richtung. Wir muessen #Digitalisierung und #Datenanalyse jetzt effektiv fuer die Pandemie-Bekaempfung einsetzen. Das geht unter Wahrung des Datenschutzes! #CoronaKrise;3;8;11488;München;Digitalisierung;positive;91;105
Dieter Janecek;DJanecek;TRUE;2020-04-27T11:28:07Z;Auch in #CoronaKrise Zeiten gilt in Bayern in der Schule harte Selektion vor Fairnis. Die beschlossene rueckwirkende Regelung zum Grundschuluebertritt von @Markus_Soeder @MichaelPiazolo beraubt vielen Schueler*innen die Moeglichkeit, sich noch zu verbessern. Skandaloeses Vorgehen!;1;11;11488;München;Schule;negative;51;56
Dieter Janecek;DJanecek;TRUE;2020-10-02T06:50:21Z;Mit Verlaub, das ist ziemlich gaga! Markus #Soeder fordert den Ausstieg aus dem Verbrennungsmotor bis 2035 - und die #CSU in Berlin kaempft fuer Kaufpraemien fuer fossile Verbrenner. Verlaessliche #Industriepolitik ist das nicht. #Bundestag #Haushaltsdebatte;13;46;11488;München;Industriepolitik;negative;199;214
Dieter Janecek;DJanecek;TRUE;2020-12-19T20:35:43Z;Ich bin den Forscherinnen und Forschern sehr dankbar, dass wir in Rekordgeschwindigkeit nun bald eine Auswahl an #Impfstoffen gegen COVID-19 zur Verfuegung haben werden. Was fuer eine Leistung, die in diesen dunklen Monaten Mut macht fuer das kommende Jahr. #Impfen rettet Leben!;20;153;11488;München;Impfstoffen;positive;115;125
Dagmar Freitag;DagmarFreitag13;TRUE;2020-02-08T11:41:24Z;Treffen mit Fridays for Future #Iserlohn. Lebhafter Meinungsaustausch, mit zahlreichen Schnittmengen, aber auch unterschiedlichen Stand-punkten. Ich war beeindruckt von der Offenheit, sich auch mit mei-nen Argumenten und Sichtweisen auseinanderzusetzen. So funktioniert Demokratie;0;7;746;Iserlohn, Deutschland;Fridays;positive;13;19
Andreas Lenz;DerLenzMdB;TRUE;2020-03-27T09:01:36Z;Ich halte diese staendigen Vergleiche fuer vollkommen unangebracht und in keiner Weise zielfuehrend. Bei allem Respekt - das eine ist das eine und das andere ist das andere. #Corona #Kriseistnichtgleichkrise;1;25;10073;"";Corona;negative;176;181
Andreas Lenz;DerLenzMdB;TRUE;2020-04-25T15:52:53Z;Ich finde es ebenso verstoerend, wie manchmal Regeln bewusst uebertreten werden, wie ich es verstoerend finde, dass eine Art Denunziantentum mancherseits Eintritt, wenn sich nicht alle an die Regeln halten. #Corona - das Beste und das Schlechteste..;0;12;10073;"";Corona;negative;209;214
Andreas Lenz;DerLenzMdB;TRUE;2021-01-06T12:13:06Z;#Deutschland erreicht das #Klimaziel 2020 - es ist eine extreme gesellschaftliche, politische u. techn. Leistung 42 Prozent weniger CO2 ggue. 1990 auszustossen. Ohne #Corona waeren es uebrigens ca 39 Prozent weniger gewesen. Das ist also nicht der Punkt. Erreicht ist erreicht.@csu_bt;8;53;10073;"";Klimaziel;positive;28;36
Diether Dehm;Diether_Dehm;TRUE;2020-06-17T09:19:50Z;In einem Land, das jaehrl. 125 Mrd. € an Steuerhinterziehung toleriert (1/3 des Haushalts 2019) und mit Milliarden € Konzerne rettet, aber gerade Alten Jungen die kalte Schulter zeigt, braucht es Gerechtigkeit Extrasteuer fuer Superreiche, @olafscholz!;155;321;6750;Germany;Steuerhinterziehung;negative;42;60
Diether Dehm;Diether_Dehm;TRUE;2020-09-22T06:16:31Z;Koennte es sein, dass es ein mieser Deal war, wenn Sie die Lufthansa mit 9 Mrd. € maesten und Dividenden/Boni erlauben, aber NULL Klimaschutz verlangen und es zulassen, dass nun noch mehr Beschaeftigte den Job verlieren, Herr @peteraltmaier?! @Linksfraktion;126;256;6750;Germany;Lufthansa;negative;60;68
Dietmar Bartsch;DietmarBartsch;TRUE;2018-05-15T08:41:07Z;Jede #Bundesregierung der letzten Jahrzehnte hat aus der #Familie als Hort der Sicherheit immer mehr zum Risikofaktor gerade fuer junge Menschen - in Leiharbeit Befristungen gepresst - gemacht. Und beim #Familiennachzug haelt #SchwarzRot die Handbremse angezogen. #TagderFramilie;18;53;65116;"";Familie;negative;59;65
Dietmar Bartsch;DietmarBartsch;TRUE;2018-06-28T04:43:02Z;#EUGipfel: Es wird irgendwelche Loesungen geben, aber gesamteuropaeisch nicht. Manch einer sagt sich: So wie Deutschland in der Finanzkrise mit uns umgegangen ist, so gehen wir jetzt auch mit Deutschland um. Das Auseinanderfallen von Europa hat #Merkel mitzuverantworten. @ARDMoma;14;49;65116;"";Europa;negative;235;240
Dietmar Bartsch;DietmarBartsch;TRUE;2018-08-15T06:40:45Z;#Merkel startet nach dem Urlaub mit ihrem Buergerdialog im Osten - gut! Ihre Botschaft des routinierten Weiter-so der schwarz-roten Koalition wird den aktuellen Herausforderungen nicht gerecht und auch durch einen Buergerdialog nicht besser.;17;66;65116;"";Merkel;negative;2;7
Dietmar Bartsch;DietmarBartsch;TRUE;2018-08-23T08:22:58Z;#Pressefreiheit muss mit aller Konsequenz verteidigt werden. Staatsbedienstete in Sachsen bei Verfassungsfeinden. Unfassbar! Ich erwarte, dass die Vorgaenge zuegig aufgeklaert Schlussfolgerungen gezogen werden. Der Ministerpraesident der saechsische Innenminister sind gefordert.;38;163;65116;"";Sachsen;negative;83;89
Dietmar Bartsch;DietmarBartsch;TRUE;2018-09-03T05:44:56Z;Nach den klaren Worten von Volker Kauder ist das droehnende Schweigen von Innenminister Seehofer peinlich, unverantwortlich und entlarvend. Ich habe die Demonstrationen in #Chemnitz gesehen, es gibt keine Grenze zwischen Rechtsextremen und der AfD.;115;427;65116;"";AfD;negative;245;247
Dietmar Bartsch;DietmarBartsch;TRUE;2018-09-23T17:12:25Z;#Merkel muss endlich handeln. Sie hat die Richtlinienkompetenz. Sie nimmt diese nicht wahr. Und sie ist die Verantwortliche fuer die aktuelle #Krise in der #Bundesregierung.;40;144;65116;"";Merkel;negative;2;7
Dietmar Bartsch;DietmarBartsch;TRUE;2019-04-01T10:08:56Z;#Bundeskanzlerin #Merkel hat in 14 Jahren viel zu wenig fuer #Ostdeutschland getan. Ich fordere Frau Merkel auf, ihre Restzeit als Kanzlerin dafuer zu nutzen, die verheerende Abwertung zu stoppen.;8;33;65116;"";Ostdeutschland;negative;63;76
Dietmar Bartsch;DietmarBartsch;TRUE;2019-04-27T06:30:44Z;#Elternunterhalt: Es ist richtig, Angehoerige zu entlasten. Bedarfsgerechte Pflege Teilhabe an der Gesellschaft darf nicht vom Geldbeutel Betroffener ihrer Familien abhaengig sein. Ich wuensche mir eine zuegige Umsetzung ohne hohe buerokratische Huerden. @hubertus_heil @ZDFheute;13;61;65116;"";Pflege;positive;77;82
Dietmar Bartsch;DietmarBartsch;TRUE;2019-05-20T09:15:52Z;Dieses Thema bleibt: Der Wegfall der Umrechnung der #Ostloehne ist nichts anderes als eine #Rentenkuerzung von fast 10 Prozent fuer alle 6 Millionen Arbeitnehmer im #Osten. Das wird viele Menschen in #Altersarmut treiben. Das muss verhindert werden!;24;56;65116;"";Osten;negative;167;171
Dietmar Bartsch;DietmarBartsch;TRUE;2019-10-09T10:24:35Z;Die Berichte aus #Halle machen unendlich traurig und wuetend. Am hoechsten juedischen Feiertag ein Anschlag auf juedisches Leben in Deutschland - ekelhaft! Antisemitismus darf in unserer Gesellschaft keinen Millimeter Platz haben.;140;888;65116;"";Antisemitismus;negative;157;170
Dietmar Bartsch;DietmarBartsch;TRUE;2019-11-14T11:14:03Z;Das sind inakzeptable Zustaende, die nicht erst seit heute bekannt sind. Es kann nicht sein, dass schwerkranke #Kinder im reichen Deutschland nicht behandelt werden. Gesundheitsminister @jensspahn muss endlich handeln und die Versorgung unserer Kleinsten sicherstellen.;32;154;65116;"";schwerkranke;negative;99;110
Dietmar Bartsch;DietmarBartsch;TRUE;2020-01-04T11:29:52Z;Die Kritiklosigkeit der #Bundesregierung gegenueber der brandgefaehrlichen US-Politik ist beschaemend. Auf Sondersitzung des UN-Sicherheitsrates draengen und sofortiger Abzug der deutschen Soldaten aus dem #Irak sind notwendig. #Soleimani;108;444;65116;"";Irak;negative;208;211
Dietmar Bartsch;DietmarBartsch;TRUE;2020-01-29T15:40:24Z;Wenn man aussteigt, muss klar sein, wo man einsteigt: #Kohleausstieg-Gesetz ist vielfach planlos, weil es kein Gesamtkonzept gibt, wann was neu angesiedelt wird und welche und wie viele Jobs entstehen. Die Entschaedigungen fuer Konzerne sind ein Skandal Steuergeldverschwendung.;13;78;65116;"";Kohleausstieg-Gesetz;negative;56;75
Dietmar Bartsch;DietmarBartsch;TRUE;2020-08-22T11:54:16Z;Nicht die Pensionen sind zu hoch, sondern viele Renten zu niedrig. Millionenfache Altersarmut droht. Wir brauchen eine Rentenkasse, in die ALLE einzahlen. Andere EU-Laender sichern ihre Buerger ueber die gesetzliche #Rente deutlich besser ab als wir. @RND_de;129;485;65116;"";Renten;negative;49;54
Dietmar Bartsch;DietmarBartsch;TRUE;2020-11-23T08:48:10Z;Das ist absurd! Wenn Verdaechtige selbst entscheiden, ob gegen sie ermittelt wird, sind Rechtsstaat und internationale Politik am Ende. Dieser Einsatz ist das Papier nicht wert, auf dem er steht. #Waffenschmuggel #Libyen #Tuerkei #Bundeswehr;14;88;65116;"";Waffenschmuggel;negative;198;212
Dietmar Bartsch;DietmarBartsch;TRUE;2020-12-08T10:35:40Z;Das Scheitern von #Haseloff ist dokumentiert, die Fuehrungslosigkeit der Bundes-CDU ein dramatisches Problem. Kenia als angebliches Bollwerk gegen rechts ist krachend gescheitert zu Afghanistan geworden. SPD Gruene sollten umgehend ihre Minister aus der Regierung zurueckziehen.;16;95;65116;"";Bundes-CDU;negative;74;83
Dirk Spaniel;DirkSpaniel;TRUE;2018-03-11T09:44:32Z;#Seehofer #Minister in #Merkels Gurkentruppe schwadroniert von #Sicherheit #Muenchen #Rauschgiftdelikte plus 92 #Vergewaltigungen plus 50! Einaeugiges #Bayern Vorbild fuer blindes Deutschland? #Staatsversagen offenbart sich;31;50;3743;Stuttgart, Deutschland;Seehofer;negative;2;9
Dirk Spaniel;DirkSpaniel;TRUE;2018-04-10T09:50:31Z;#IS Herrschaft benutzte #Burkas zur #Unterdrueckung von Frauen. Naive #CDU #Ministerin Eisenmann erlaubt Kopftuecher in #Grundschulen? Damit Maedchen frueh Islam Unterdrueckung akzeptieren? Keine #Toleranz gegen #Intoleranz!;22;33;3743;Stuttgart, Deutschland;Islam;negative;157;161
Dirk Spaniel;DirkSpaniel;TRUE;2018-06-15T06:23:12Z;#Kanzlerin der #Alleingaenge versteckt sich jetzt hinter #EU Recht, gaukelt #partnerschaftliche Loesungen vor. Ihr #Plan #aussitzen und auf Zeit spielen. Frau #Merkel Sie haben dem Volk Unglueck gebracht. Treten Sie zurueck;87;226;3743;Stuttgart, Deutschland;Merkel;negative;161;166
Dirk Spaniel;DirkSpaniel;TRUE;2018-07-20T12:43:16Z;Der #Laie staunt, den #Kenner wundert nichts mehr. #CDU #BW wird zum #Handlanger #links-gruener #Fahrverbotsfetischisten. #GesunderVerstand ist bei CDU out. Sie #unterwerfen sich #gruener #Ideologie, #verraten die #Buerger;5;16;3743;Stuttgart, Deutschland;CDU;negative;53;55
Dirk Spaniel;DirkSpaniel;TRUE;2018-09-01T09:31:20Z;Vergewaltigung eines 10jaehrigen durch gleichaltrige #Schueler. Absoluter Wahnsinn! Taeter aus #Afghanistan und #Syrien. #Afghane fuer GewaltRespektlosigkeit bekannt. Konsequenz: Versetzung an and. Schule in #Berlin. Da koennen sie dann neue Mitschueler terrorisieren. #AfD tut not!;14;22;3743;Stuttgart, Deutschland;Syrien;negative;114;119
Dirk Spaniel;DirkSpaniel;TRUE;2018-09-07T07:10:50Z;#Chemnitz und die unsaegliche Rolle der #Medien und #Merkel Armutszeugnis fuer alle Beteiligten, auch die #CDU #Merkelmussweg Nur noch 47 vertrauen der Presse #ToterJournalismus #Politikwende #AfDimBundestag;17;36;3743;Stuttgart, Deutschland;Merkel;negative;54;59
Dirk Spaniel;DirkSpaniel;TRUE;2018-10-17T04:47:29Z;@OlafGersemann @welt @JoeKaeser @Siemens Siemens-Chef @JoeKaeser findet Kopftuchmaedel gut, staenkert oft gegen die #AfD, aber hat kein Problem wie #SaudiArabien, wo Menschen einfach verschwinden. Doppelmoral vom Feinsten.;0;7;3743;Stuttgart, Deutschland;Doppelmoral;negative;198;208
Dirk Spaniel;DirkSpaniel;TRUE;2018-10-26T12:48:41Z;#Freiburg 7 Syrer vergewaltigen junge Frau. OB warnt vor Pauschalurteilen gegen #Fluechtlinge, keine #Toleranz gegenueber Taetern. Welch eine Heuchelei! Die Taeter waren allesamt polizeibekannt. Wie viele Frauen werden wohl am Sonntag wieder #CDU und #Gruene waehlen? #LtwHessen #AfD;68;104;3743;Stuttgart, Deutschland;Syrer;negative;13;17
Dirk Spaniel;DirkSpaniel;TRUE;2018-11-10T14:21:04Z;#Kretschmann macht den #Pampa-Rambo. Jetzt sind die von den #Gruenen beklatschten #Maennerhorden eben da. Und der #Migrationspakt lockt weitere nach 🇩🇪 Vernunft heisst #AfD #AfDimBundestag #migrationspaktstoppen #IntelligenzGibtsnichtimBioladen;33;62;3743;Stuttgart, Deutschland;Migrationspakt;negative;116;129
Dirk Spaniel;DirkSpaniel;TRUE;2018-12-07T14:56:02Z;#CDU und #SPD holen IS-Kinder nach 🇩🇪 Sie werden von den Behoerden nicht in Hinblick auf eine moegliche Radikalisierung, sondern als Opfer ihrer Eltern betreut und bei Verwandten untergebracht. Wie radikal sind die? Irre. #Bananenrepublik #Deutschlandistkaputt;1;7;3743;Stuttgart, Deutschland;Radikalisierung;negative;105;119
Dirk Spaniel;DirkSpaniel;TRUE;2019-01-18T07:59:39Z;A. Baerbock, die personifizierte gruene Tralala-Politik, plappert wieder im Staatsfunk. Wer bezahlt die Einzelfallpruefungen mutmasslicher #Fluechtlinge und zumeist Armutsmigranten? Der deutsche Steuerzahler! Nur noch #AfD #AfDimBundestag Illegale #Migration endlich stoppen;25;63;3743;Stuttgart, Deutschland;Fluechtlinge;negative;141;152
Dirk Spaniel;DirkSpaniel;TRUE;2019-01-25T07:32:54Z;Sogar #Juden in der #AfD wird damit das Gedenken an den #Holocaust verboten. #Deutschland ist krank. Sehr krank. Wie benennen das unsere Bessermenschen? Gruppenbezogene Menschenfeindlichkeit und #Rassismus. #Buchenwald #HolocaustMemorialDay;101;204;3743;Stuttgart, Deutschland;AfD;negative;22;24
Dirk Spaniel;DirkSpaniel;TRUE;2019-02-01T12:45:21Z;@extra3 @MatthiasMeisner Die #AfD steht praktisch bei allen Medien auf der ‚Schwarzen Liste. Die Partei wird ignoriert und ueber ihre Vorschlaege oder Antraege nicht berichtet. Also hier besser nicht so rumjammern und das 4.Reich herbeischwadronieren. #Doppelstandards;1;3;3743;Stuttgart, Deutschland;AfD;negative;31;33
Dirk Spaniel;DirkSpaniel;TRUE;2019-02-13T08:46:11Z;Die #SPD gibt offen zu, an der Zerstoerung der deutschen Schluesselindustrie zu arbeiten. Sozial? Nein. Unfassbar dumm. Wer #Arbeitsplaetze aufgibt, schaedigt den #Sozialstaat. Die #AfD und #AfDimBundestag treten fuer die #Autoindustrie und gegen unsinnige #Fahrverbote ein.;37;63;3743;Stuttgart, Deutschland;SPD;negative;6;8
Dirk Spaniel;DirkSpaniel;TRUE;2019-03-05T07:26:19Z;#Macron, #Europawahl2019-Werbung, Teil 3:Weltoffenes #Europa muss sich #Afrika zuwenden, mit dem wir Pakt fuer die Zukunft schmieden muessen. Anerkennung eines gemeinsamen Schicksals. Wie bitte? Wofuer ist die #EU noch zustaendig?! #Migrationspakt #Hybris Deshalb #AfD;7;14;3743;Stuttgart, Deutschland;Afrika;negative;73;78
Dirk Spaniel;DirkSpaniel;TRUE;2019-03-17T07:16:50Z;Es ist eine Schande dass 1. #EU nicht willens ist, die Aussengrenzen zu schuetzen 2. #Islam-Erdogan 3 Mrd. fuer nichts kassiert 3. Merkel nicht neben einer 🇩🇪Fahne sitzt, wie es dem Gast angemessen waere 4. und trotzdem miese Deals zum Schaden der Steuerzahler abschliesst. #AfD;16;35;3743;Stuttgart, Deutschland;Aussengrenzen;negative;56;68
Dirk Spaniel;DirkSpaniel;TRUE;2019-04-06T04:48:58Z;Die journalistische Qualitaet von @DerSPIEGEL liegt mittlerweile gleichauf mit Menschenrechten in Tschetschenien. Unaufhaltsamem Leserschwund bekaempft d. #Relotius-Magazin mit Kasperletheater-#Propaganda. Kann einem fast leid tun. #AfD #AfDimBundestag #afdwirkt #ToterJournalismus;11;29;3743;Stuttgart, Deutschland;journalistische;negative;5;19
Dirk Spaniel;DirkSpaniel;TRUE;2019-04-06T12:31:18Z;Journalistische #Doppelstandards: Vergleichen Sie. Zwei Mal #Antisemitismus. Einmal werden die Taeter bereits im Titel genannt, das andere Mal erst weit hinten im Text: Es sind Moslems. #Berlin #Islam #Extremismus #Relotius #ToterJournalismus @welt;6;9;3743;Stuttgart, Deutschland;Journalistische;negative;1;15
Dirk Spaniel;DirkSpaniel;TRUE;2019-04-14T07:45:04Z;#Multikulti- und #Islam-#Toleranz. Moslemische Kriminelle duerfen eine Frau als Verteidigerin ablehnen. Gehe ich Recht in der Annahme, dass es sich hier um eine eindeutige #Islamisierung der 🇩🇪 #Justiz handelt? #Frauenrechte #Gleichberechtigung #AfDwaehlen;46;71;3743;Stuttgart, Deutschland;Islamisierung;negative;174;186
